A	B	correlation	p-value
ME7	treat_Ctrl	0.057455524359218	0.534821316709072
treat_Ctrl	treat_Ctrl	0.999999999999999	0
ME1	treat_Ctrl	0.123150124128318	0.182100886930372
ME3	treat_Ctrl	0.157646078254668	0.0868436483813172
treat_Treat	ME1	-0.123150124128318	0.182100886930372
ME4	ME1	-0.559520094161116	3.7245857924865e-11
ME6	ME1	-0.431452732280865	9.63970429392701e-07
ME5	ME1	-0.550172612520528	9.09488597673087e-11
ME8	ME1	-0.613902642361094	1.13649374019695e-13
ME0	ME1	-0.862816784197716	1.84849020735586e-36
ME2	ME1	-0.834203491352833	5.02233739977371e-32
ME7	ME1	0.0189686660056265	0.837761212780191
treat_Ctrl	ME1	0.123150124128318	0.182100886930372
ME1	ME1	1	0
ME3	ME1	0.572916594142906	9.86111777885262e-12
treat_Treat	ME3	-0.157646078254668	0.0868436483813172
ME4	ME3	-0.589594840509452	1.72969549793761e-12
ME6	ME3	-0.493458673523903	1.18372821041091e-08
ME5	ME3	-0.554795371845803	5.86886143320749e-11
ME8	ME3	-0.63278665774538	1.16000046056678e-14
ME0	ME3	-0.875930979151214	7.68849486303241e-39
ME2	ME3	-0.871802707762974	4.60768872443902e-38
ME7	ME3	-0.0217117846306434	0.81469368588666
treat_Ctrl	ME3	0.157646078254668	0.0868436483813172
ME1	ME3	0.572916594142906	9.86111777885262e-12
ME3	ME3	1	0
