A	B	correlation	p-value
ME6	ME7	0.636959557636157	2.53546115890456e-11
ME7	ME7	1	0
ME5	ME7	-0.343576813502988	0.00104795541145584
ME1	ME7	-0.449455059995338	1.11923201992493e-05
ME8	ME7	-0.29215417393653	0.00574491912449459
ME4	ME7	-0.32861622307693	0.0017725297985949
ME11	ME7	-0.164655631484623	0.125274544153023
ME9	ME7	-4.16710982408846e-05	0.999692559011755
treat_Treat	ME7	-0.100279860935585	0.352576152129563
treat_Ctrl	ME5	-0.0883404415864813	0.413094803571707
ME10	ME5	-0.12155664077827	0.25924073883701
ME3	ME5	-0.530961263329871	1.02805000931896e-07
ME0	ME5	-0.626929005479241	6.3793125638188e-11
ME2	ME5	-0.584586702037935	2.23141001686998e-09
ME6	ME5	-0.149865992638095	0.163423103122116
ME7	ME5	-0.343576813502988	0.00104795541145584
ME5	ME5	1	0
ME1	ME5	0.616579791328752	1.59745856714101e-10
ME8	ME5	0.231522806269762	0.0299762639040696
ME4	ME5	0.513299460721481	3.15663356323949e-07
ME11	ME5	0.0786707888588867	0.466261286949654
ME9	ME5	0.015266323227552	0.887734582125864
treat_Treat	ME5	0.0883404415864813	0.413094803571707
treat_Ctrl	ME1	-0.0255539700912969	0.813177755920525
ME10	ME1	-0.0999972257826593	0.353941741972948
ME3	ME1	-0.799102382660871	1.05534298354902e-20
ME0	ME1	-0.990162987099389	3.04056502646422e-75
ME2	ME1	-0.929174401796183	6.218825994028e-39
ME6	ME1	-0.224067818365677	0.0358476063819712
ME7	ME1	-0.449455059995338	1.11923201992493e-05
ME5	ME1	0.616579791328752	1.59745856714101e-10
ME1	ME1	1	0
ME8	ME1	0.733939055594049	4.13314537128719e-16
ME4	ME1	0.707713052890107	1.26598178344494e-14
ME11	ME1	0.34854114063149	0.000875160292720126
ME9	ME1	-0.195385609916095	0.0681070204041751
treat_Treat	ME1	0.0255539700912969	0.813177755920525
treat_Ctrl	ME8	-0.0219510942371068	0.839135293739653
ME10	ME8	-0.0557382315345021	0.605996843997524
ME3	ME8	-0.565212981299424	9.63411920806105e-09
ME0	ME8	-0.754386937115915	2.13981940696182e-17
ME2	ME8	-0.693649253252511	6.82245698808331e-14
ME6	ME8	-0.166520781577594	0.120993772734599
ME7	ME8	-0.29215417393653	0.00574491912449459
ME5	ME8	0.231522806269762	0.0299762639040696
ME1	ME8	0.733939055594049	4.13314537128719e-16
ME8	ME8	1	0
ME4	ME8	0.545816085133063	3.80346720418323e-08
ME11	ME8	0.291382257835093	0.00588063286377639
ME9	ME8	-0.0653556377199451	0.545197981168058
treat_Treat	ME8	0.0219510942371068	0.839135293739653
treat_Ctrl	ME4	-0.0746546098735894	0.48939307411088
ME10	ME4	-0.105197904621423	0.329340274626905
ME3	ME4	-0.565552586119144	9.39781880578667e-09
ME0	ME4	-0.726743872869331	1.09912953076169e-15
ME2	ME4	-0.647071345988201	9.66142439071895e-12
ME6	ME4	-0.144325264753295	0.179735995699025
ME7	ME4	-0.32861622307693	0.0017725297985949
ME5	ME4	0.513299460721481	3.15663356323949e-07
ME1	ME4	0.707713052890107	1.26598178344494e-14
ME8	ME4	0.545816085133063	3.80346720418323e-08
ME4	ME4	1	0
ME11	ME4	0.673189978531863	6.70918157856615e-13
ME9	ME4	0.0343232182397798	0.75088690183028
treat_Treat	ME4	0.0746546098735894	0.48939307411088
treat_Ctrl	ME11	0.0251589962576137	0.816014129903079
ME10	ME11	-0.0492661289390127	0.648514981847585
ME3	ME11	-0.287798470845488	0.00654859801699131
ME0	ME11	-0.343710091455116	0.00104293790827545
ME2	ME11	-0.278001444469753	0.00872851275085391
ME6	ME11	-0.0906911807543006	0.400724563479508
ME7	ME11	-0.164655631484623	0.125274544153023
ME5	ME11	0.0786707888588867	0.466261286949654
ME1	ME11	0.34854114063149	0.000875160292720126
ME8	ME11	0.291382257835093	0.00588063286377639
ME4	ME11	0.673189978531863	6.70918157856615e-13
ME11	ME11	1	0
ME9	ME11	0.0327386187055888	0.762038145180322
treat_Treat	ME11	-0.0251589962576137	0.816014129903079
treat_Ctrl	ME9	-0.0719104308689584	0.505540828080443
ME10	ME9	-0.0348371770578993	0.747280865580828
ME3	ME9	0.037709407678244	0.727230636418303
ME0	ME9	0.159311692912317	0.138182203944055
ME2	ME9	0.11337341298747	0.292925460840853
ME6	ME9	-0.0600912802055554	0.578108917034778
ME7	ME9	-4.16710982408846e-05	0.999692559011755
ME5	ME9	0.015266323227552	0.887734582125864
ME1	ME9	-0.195385609916095	0.0681070204041751
ME8	ME9	-0.0653556377199451	0.545197981168058
ME4	ME9	0.0343232182397798	0.75088690183028
ME11	ME9	0.0327386187055888	0.762038145180322
ME9	ME9	1	0
treat_Treat	ME9	0.0719104308689584	0.505540828080443
treat_Ctrl	treat_Treat	-1	0
ME10	treat_Treat	-0.0772326419827476	0.474475261025394
ME3	treat_Treat	0.00213558776094563	0.984245068267245
ME0	treat_Treat	-0.043056313670479	0.690398962381791
ME2	treat_Treat	0.00164611532447241	0.987855752361176
ME6	treat_Treat	-0.104718962296419	0.331559258477048
ME7	treat_Treat	-0.100279860935585	0.352576152129563
ME5	treat_Treat	0.0883404415864813	0.413094803571707
ME1	treat_Treat	0.0255539700912969	0.813177755920525
ME8	treat_Treat	0.0219510942371068	0.839135293739653
ME4	treat_Treat	0.0746546098735894	0.48939307411088
ME11	treat_Treat	-0.0251589962576137	0.816014129903079
ME9	treat_Treat	0.0719104308689584	0.505540828080443
treat_Treat	treat_Treat	1	0
