Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
2	GO:0051169	nuclear transport	46/624	308/18800	8.83922138503379e-18	2.68712330105027e-15	2.24901692984619e-15	TRIM28/NUTF2/NXF1/IPO7/KHDRBS1/XPOT/DDX19B/ATF2/CSE1L/ELAVL1/SMG1/NUP205/XPO6/WASHC4/TARDBP/GSK3B/HNRNPA2B1/AGFG1/HSPA9/HSP90AB1/KPNB1/KPNA2/KPNA4/TNPO1/NCBP1/NF1/NFKBIA/NPM1/NUP98/PPP1CC/SDAD1/THOC2/PTPN11/RPS15/SRSF3/STAT3/SUPT6H/TXN/SUMO1/XPO1/YWHAE/CALR/YTHDC1/NOLC1/NUP93/NUP153	46
2	GO:0042254	ribosome biogenesis	45/624	304/18800	2.88554682270495e-17	8.18725818495484e-15	6.85241434949722e-15	DDX17/NOP56/PWP1/DDX3X/DKC1/FBL/XRN2/WDR43/MTREX/NOL11/RSL1D1/NOB1/RPSA/RPL10A/NPM1/PA2G4/NIP7/SDAD1/NOP10/PRKDC/RPL3/RPL6/RPL7/RPL10/RPL11/RPL24/RPL27/RPLP0/RPS5/RPS6/RPS8/RPS15/RPS16/RPS17/RPS19/RPS21/RPS25/RPS27/RPS28/C1QBP/XPO1/XRCC5/NOL10/UTP4/NOLC1	45
2	GO:0072594	establishment of protein localization to organelle	54/624	431/18800	3.42510551013631e-17	9.11078065696259e-15	7.62536647782979e-15	HUWE1/TRIM28/NUTF2/IPO7/CCT4/CCT2/CCT8/RAB10/CHMP4B/ATF2/CSE1L/CSNK2A2/DKC1/ELAVL1/TARDBP/TRAM1/SEC61A1/HSPA4/HSPA5/HSPA8/HSP90AA1/HSP90AB1/KPNB1/KPNA2/KPNA4/TNPO1/LAMP1/LAMP2/LMAN1/NF1/NFKBIA/NMT1/NUP98/SH3GLB1/MFF/SRP14/SRP72/SSR3/STAT3/SEC62/SUMO1/RAB7A/NCOA4/CALM3/RAB11A/AP3D1/CCT6A/PDCD5/NOLC1/SCARB2/NUP93/TRAM2/TOMM70/NUP153	54
2	GO:0006413	translational initiation	28/624	120/18800	2.14941816161375e-16	5.38113158578123e-14	4.50379632130088e-14	EIF1/KHDRBS1/TMED2/DDX1/DDX3X/EIF1AX/EIF2S3/EIF4B/EIF4EBP2/EIF4G1/EIF4G2/LARP1/EIF3K/NCBP1/NPM1/POLR2G/DNAJC3/RPS3/RPS3A/RPS5/RPS17/EIF3CL/CSDE1/EIF3A/EIF3D/EIF3F/EIF3I/EIF2S2	28
2	GO:0006403	RNA localization	35/624	196/18800	2.93560169137914e-16	6.94106711028311e-14	5.80940124188713e-14	LRPPRC/NUTF2/NXF1/CCT4/CCT2/KHDRBS1/CCT8/XPOT/DDX19B/DKC1/FBL/CASC3/SMG1/NUP205/HNRNPA2B1/AGFG1/KPNB1/NCBP1/NPM1/YBX1/NUP98/RTRAF/NOP10/THOC2/ATXN2/SRSF3/SRSF7/SUPT6H/XPO1/YY1/CCT6A/YTHDC1/QKI/NUP93/NUP153	35
2	GO:0071826	ribonucleoprotein complex subunit organization	35/624	208/18800	1.9715768046502e-15	4.41633204241644e-13	3.69629690134974e-13	SF3A1/PRPF8/CELF1/PTGES3/NUDT21/DDX1/EIF2S3/EIF4B/PRPF19/HSP90AA1/HSP90AB1/RPSA/NCBP1/PRKDC/RPL3/RPL6/RPL10/RPL11/RPL24/RPLP0/RPS5/RPS15/RPS19/RPS27/RPS28/SRSF6/SNRPD2/EIF3CL/VCP/XRCC5/SF1/EIF3A/EIF2S2/YTHDC1/DDX23	35
2	GO:0022618	ribonucleoprotein complex assembly	34/624	200/18800	3.64789488481065e-15	7.76272031487707e-13	6.4970927843154e-13	SF3A1/PRPF8/CELF1/PTGES3/NUDT21/DDX1/EIF2S3/EIF4B/PRPF19/HSP90AA1/HSP90AB1/RPSA/NCBP1/PRKDC/RPL3/RPL6/RPL10/RPL11/RPL24/RPLP0/RPS5/RPS15/RPS19/RPS27/RPS28/SRSF6/SNRPD2/EIF3CL/XRCC5/SF1/EIF3A/EIF2S2/YTHDC1/DDX23	34
2	GO:1903313	positive regulation of mRNA metabolic process	26/624	124/18800	3.94960591059033e-14	8.00453464546307e-12	6.69948190548255e-12	SYNCRIP/CELF1/NUDT21/RC3H1/PATL1/SNW1/CNOT1/TARDBP/DAZAP1/PABPC1/RBMX/PRPF19/HSPA8/NCBP1/NCL/YBX1/NUP98/POLR2G/RC3H2/PAF1/SAMD4B/TRA2B/CSDE1/PRDX6/PUM1/THRAP3	26
2	GO:0042274	ribosomal small subunit biogenesis	20/624	74/18800	2.14937199948204e-13	4.15805783172525e-11	3.48013150538144e-11	WDR43/NOL11/NOB1/RPSA/NPM1/PRKDC/RPS5/RPS6/RPS8/RPS15/RPS16/RPS17/RPS19/RPS21/RPS25/RPS27/RPS28/XRCC5/NOL10/UTP4	20
2	GO:0051168	nuclear export	28/624	156/18800	2.52152315213035e-13	4.66591414585512e-11	3.9051873440774e-11	NUTF2/NXF1/KHDRBS1/XPOT/DDX19B/CSE1L/SMG1/XPO6/WASHC4/GSK3B/HNRNPA2B1/AGFG1/HSPA9/NCBP1/NPM1/SDAD1/THOC2/PTPN11/RPS15/SRSF3/SUPT6H/TXN/XPO1/YWHAE/CALR/YTHDC1/NUP93/NUP153	28
2	GO:0042255	ribosome assembly	18/624	62/18800	8.88784173591516e-13	1.57611060116896e-10	1.31914282606741e-10	DDX3X/RPSA/NPM1/NIP7/PRKDC/RPL3/RPL6/RPL10/RPL11/RPL24/RPLP0/RPS5/RPS15/RPS19/RPS27/RPS28/C1QBP/XRCC5	18
2	GO:0006401	RNA catabolic process	36/624	280/18800	3.45887482301952e-12	5.88838849870843e-10	4.92835048467287e-10	LRPPRC/SYNCRIP/CELF1/RC3H1/DKC1/ELAVL1/PATL1/CASC3/XRN2/CNOT1/SMG1/LARP1/PUM2/DICER1/TARDBP/MTREX/SERBP1/PABPC1/SND1/GSPT1/HNRNPC/HNRNPM/NCBP1/NPM1/YBX1/POLR2G/XRN1/RC3H2/SAMD4B/CNOT11/ELAC2/CSDE1/FXR1/TAF15/PUM1/THRAP3	36
2	GO:0016032	viral process	45/624	418/18800	3.72331596818667e-12	6.09478183100095e-10	5.10109361795292e-10	TRIM28/CHMP4B/DDB1/DDX3X/DDX6/EP300/EPS15/SNW1/LARP1/TARDBP/PABPC1/GSK3B/HCFC1/PRMT1/HSPA8/HSP90AB1/IGF2R/ILF3/KPNA2/LAMP1/RPSA/CD46/RNASEK/P4HB/PCBP2/HACD3/PKN2/PTBP1/RAB1A/SMARCB1/STAU1/DYNLT1/USF2/VCP/CSDE1/RAB7A/RAB1B/CANX/EIF3A/EIF3D/EIF3F/VAPA/SCARB2/N4BP1/NUP153	45
2	GO:0033120	positive regulation of RNA splicing	14/624	37/18800	5.14554180334047e-12	8.11089848704335e-10	6.78850427388076e-10	U2AF2/SNW1/DAZAP1/RBMX/PRPF19/HSPA8/NCBP1/NCL/NUP98/POLR2A/SLC38A2/TRA2B/PRDX6/THRAP3	14
2	GO:0031647	regulation of protein stability	37/624	300/18800	6.07622724949652e-12	9.23586541923471e-10	7.73005752341963e-10	CCT4/CCT2/CCT8/PTGES3/CREBBP/DAD1/DDOST/EP300/TARDBP/HYPK/GRN/HCFC1/HSPA8/HSP90AA1/HSP90AB1/LAMP1/LAMP2/ASPH/SH3GLB1/NLK/PFN1/CTSA/ATF7IP/VPS35/PRKDC/MAPK1/RTN4/RPL11/SUMO1/ZNF207/USP7/CALR/USP9X/SYVN1/CUL3/CCT6A/B4GALT5	37
2	GO:0050685	positive regulation of mRNA processing	13/624	32/18800	1.01981793381025e-11	1.49667073320566e-09	1.25265476878907e-09	NUDT21/SNW1/DAZAP1/RBMX/PRPF19/HSPA8/NCBP1/NCL/NUP98/PAF1/TRA2B/PRDX6/THRAP3	13
2	GO:0016072	rRNA metabolic process	34/624	264/18800	1.32991756759783e-11	1.88670972256545e-09	1.57910212236879e-09	DDX17/NOP56/PWP1/DKC1/FBL/XRN2/WDR43/MTREX/NOL11/RSL1D1/NOB1/NCL/RPL10A/PA2G4/XRN1/NOP10/PRKDC/RPL7/RPL11/RPL27/RPS6/RPS8/RPS15/RPS16/RPS17/RPS19/RPS21/RPS25/RPS27/RPS28/SMARCB1/NOL10/UTP4/NOLC1	34
2	GO:0050657	nucleic acid transport	26/624	159/18800	1.64585239144805e-11	2.18898368062591e-09	1.83209358311191e-09	LRPPRC/NUTF2/NXF1/KHDRBS1/XPOT/DDX19B/SMG1/NUP205/HNRNPA2B1/AGFG1/KPNB1/NCBP1/NPM1/YBX1/NUP98/RTRAF/THOC2/ATXN2/SRSF3/SRSF7/SUPT6H/XPO1/YTHDC1/QKI/NUP93/NUP153	26
2	GO:0050658	RNA transport	26/624	159/18800	1.64585239144805e-11	2.18898368062591e-09	1.83209358311191e-09	LRPPRC/NUTF2/NXF1/KHDRBS1/XPOT/DDX19B/SMG1/NUP205/HNRNPA2B1/AGFG1/KPNB1/NCBP1/NPM1/YBX1/NUP98/RTRAF/THOC2/ATXN2/SRSF3/SRSF7/SUPT6H/XPO1/YTHDC1/QKI/NUP93/NUP153	26
2	GO:0006457	protein folding	30/624	212/18800	2.00596565391444e-11	2.58708782516965e-09	2.1652911556129e-09	TRAP1/DNAJA2/CCT4/CCT2/AHSA1/CCT8/PTGES3/HSPH1/CSNK2A1/FKBP1A/ATF6/ERP44/GRN/PDIA3/HSPA4/HSPA5/HSPA8/HSPA9/HSP90AA1/HSP90AB1/LMAN1/P4HB/DNAJC3/HSP90B1/CALR/CANX/CCT6A/PDCD5/SELENOF/PDIA4	30
2	GO:0006364	rRNA processing	31/624	226/18800	2.10076611422594e-11	2.62966487710165e-09	2.20092648004353e-09	DDX17/NOP56/PWP1/DKC1/FBL/XRN2/WDR43/MTREX/NOL11/RSL1D1/NOB1/RPL10A/PA2G4/NOP10/PRKDC/RPL7/RPL11/RPL27/RPS6/RPS8/RPS15/RPS16/RPS17/RPS19/RPS21/RPS25/RPS27/RPS28/NOL10/UTP4/NOLC1	31
2	GO:0034470	ncRNA processing	44/624	424/18800	2.23211986267065e-11	2.71425775300752e-09	2.27172740309098e-09	DDX17/NOP56/PWP1/AARS1/DDX1/DDX3X/DKC1/FBL/XRN2/WDR43/PUM2/DICER1/MTREX/NOL11/RSL1D1/NOB1/HNRNPA2B1/KARS1/RPL10A/PA2G4/RTRAF/NOP10/PRKDC/ELAC2/RPL7/RPL11/RPL27/RPS6/RPS8/RPS15/RPS16/RPS17/RPS19/RPS21/RPS25/RPS27/RPS28/STAT3/NOL10/UTP4/NOLC1/NCOR1/NCOR2/PUM1	44
2	GO:0051236	establishment of RNA localization	26/624	162/18800	2.54263738736653e-11	3.00596242239776e-09	2.51587278328898e-09	LRPPRC/NUTF2/NXF1/KHDRBS1/XPOT/DDX19B/SMG1/NUP205/HNRNPA2B1/AGFG1/KPNB1/NCBP1/NPM1/YBX1/NUP98/RTRAF/THOC2/ATXN2/SRSF3/SRSF7/SUPT6H/XPO1/YTHDC1/QKI/NUP93/NUP153	26
2	GO:0048026	positive regulation of mRNA splicing, via spliceosome	11/624	23/18800	4.6449716626168e-11	5.21192841300796e-09	4.36217989454367e-09	SNW1/DAZAP1/RBMX/PRPF19/HSPA8/NCBP1/NCL/NUP98/TRA2B/PRDX6/THRAP3	11
2	GO:0006402	mRNA catabolic process	31/624	233/18800	4.65350751161425e-11	5.21192841300796e-09	4.36217989454367e-09	SYNCRIP/CELF1/RC3H1/ELAVL1/PATL1/CASC3/XRN2/CNOT1/SMG1/LARP1/PUM2/TARDBP/SERBP1/PABPC1/SND1/GSPT1/HNRNPC/HNRNPM/NCBP1/NPM1/YBX1/POLR2G/XRN1/RC3H2/SAMD4B/CNOT11/CSDE1/FXR1/TAF15/PUM1/THRAP3	31
2	GO:0034504	protein localization to nucleus	35/624	294/18800	6.21658787788386e-11	6.78405077135223e-09	5.67798471761376e-09	TRIM28/NUTF2/IPO7/CCT4/CCT2/CCT8/ATF2/CSE1L/DKC1/ELAVL1/CTDNEP1/TARDBP/ARL2BP/CIZ1/GSK3B/HSP90AB1/KPNB1/KPNA2/KPNA4/TNPO1/NF1/NFKBIA/NUP98/PAF1/RPL11/STAT3/TXN/SUMO1/XPO1/YWHAE/CALR/CCT6A/NOLC1/NUP93/NUP153	35
2	GO:0010498	proteasomal protein catabolic process	47/624	496/18800	1.06031383633314e-10	1.12817392185846e-08	9.44237374250356e-09	HUWE1/MARCHF6/ASCC3/GABARAP/DDB1/STT3B/FAF2/PSME4/ECPAS/ARIH1/HECTD1/PRPF19/GSK3B/UBQLN2/UBQLN1/UBE2K/HSPA5/HSP90AB1/PCBP2/PSMA3/PSMA4/PSMB6/PSMB7/PSMC2/PSMC4/PSMD1/PSMD7/PSMD8/PSMD10/RAD23B/RPL11/SDCBP/HSP90B1/UBE2G1/SUMO1/VCP/XPO1/USP7/WDR26/EDEM3/CALR/CANX/SYVN1/CUL3/USP14/TRIP12/N4BP1	47
2	GO:0140694	non-membrane-bounded organelle assembly	40/624	379/18800	1.1170444816545e-10	1.15954666193209e-08	9.70495128605606e-09	G3BP1/ATXN2L/CHMP4B/RC3H1/DDX3X/DDX6/PATL1/MAPRE1/CNOT1/PRRC2C/PUM2/LSM14A/TMOD3/KPNB1/RHOA/RPSA/NPM1/NIP7/PRKDC/RPL3/RPL6/RPL10/RPL11/RPL24/RPLP0/RPS3/RPS5/RPS15/RPS19/RPS27/RPS28/ATXN2/TIA1/C1QBP/XRCC5/ZNF207/CSDE1/SMC1A/RAB11A/NCOR1	40
2	GO:0015931	nucleobase-containing compound transport	29/624	218/18800	1.9823812997621e-10	2.00881305042559e-08	1.68129782415913e-08	LRPPRC/NUTF2/NXF1/KHDRBS1/XPOT/DDX19B/SMG1/NUP205/SLC25A5/SLC25A6/HNRNPA2B1/AGFG1/KPNB1/NCBP1/NPM1/YBX1/NUP98/RTRAF/THOC2/ATXN2/SRSF3/SRSF7/SUPT6H/XPO1/YTHDC1/QKI/CD47/NUP93/NUP153	29
2	GO:1903312	negative regulation of mRNA metabolic process	19/624	94/18800	2.13241569404552e-10	2.11059562647855e-08	1.76648585279071e-08	SYNCRIP/U2AF2/ELAVL1/LARP1/TARDBP/PABPC1/RBMX/HNRNPA2B1/HNRNPC/HNRNPK/YBX1/PTBP1/SRSF6/SRSF7/C1QBP/CSDE1/RBM42/TAF15/THRAP3	19
2	GO:0045727	positive regulation of translation	23/624	141/18800	2.57513664865013e-10	2.4674746724235e-08	2.06517963283566e-08	SYNCRIP/KHDRBS1/DDX3X/EEF2/EIF2S3/EIF4G1/EIF4G2/ELAVL1/LARP1/PABPC1/RHOA/NPM1/YBX1/PKM/POLR2G/PRKDC/DNAJC3/RPS4X/C1QBP/CNBP/CSDE1/FXR1/EIF3D	23
2	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	22/624	129/18800	2.60893703616207e-10	2.4674746724235e-08	2.06517963283566e-08	SEC24B/SEC23B/SEC24A/KDELR1/TMED2/LMAN2/KDELR2/SEC23IP/COPG1/ARF4/LMAN1/ERGIC2/PPP6C/TRAPPC1/RAB1A/VCP/RAB1B/CUL3/USO1/GBF1/VAPA/COPB2	22
